COU,Country,VAR,Variable,CO2,Country of origin,YEA,Year,Value,Flag Codes,Flags
CAN,Canada,FTDS,Foreign-trained doctors - Stock,AFG,Afghanistan,2018,2018,5,,
FRA,France,FTDS,Foreign-trained doctors - Stock,AFG,Afghanistan,2018,2018,12,,
DEU,Germany,FTDS,Foreign-trained doctors - Stock,AFG,Afghanistan,2018,2018,153,,
NZL,New Zealand,FTDS,Foreign-trained doctors - Stock,AFG,Afghanistan,2018,2018,0,,
NOR,Norway,FTDS,Foreign-trained doctors - Stock,AFG,Afghanistan,2018,2018,22,,
CHE,Switzerland,FTDS,Foreign-trained doctors - Stock,AFG,Afghanistan,2018,2018,6,,
GBR,United Kingdom,FTDS,Foreign-trained doctors - Stock,AFG,Afghanistan,2018,2018,53,,
BEL,Belgium,FTDS,Foreign-trained doctors - Stock,ALB,Albania,2018,2018,2,,
CAN,Canada,FTDS,Foreign-trained doctors - Stock,ALB,Albania,2018,2018,24,,
FRA,France,FTDS,Foreign-trained doctors - Stock,ALB,Albania,2018,2018,15,,
DEU,Germany,FTDS,Foreign-trained doctors - Stock,ALB,Albania,2018,2018,570,,
IRL,Ireland,FTDS,Foreign-trained doctors - Stock,ALB,Albania,2018,2018,2,,
NZL,New Zealand,FTDS,Foreign-trained doctors - Stock,ALB,Albania,2018,2018,1,,
NOR,Norway,FTDS,Foreign-trained doctors - Stock,ALB,Albania,2018,2018,1,,
CHE,Switzerland,FTDS,Foreign-trained doctors - Stock,ALB,Albania,2018,2018,13,,
GBR,United Kingdom,FTDS,Foreign-trained doctors - Stock,ALB,Albania,2018,2018,27,,
SVN,Slovenia,FTDS,Foreign-trained doctors - Stock,ALB,Albania,2018,2018,3,,
BEL,Belgium,FTDS,Foreign-trained doctors - Stock,DZA,Algeria,2018,2018,34,,
CAN,Canada,FTDS,Foreign-trained doctors - Stock,DZA,Algeria,2018,2018,107,,
FRA,France,FTDS,Foreign-trained doctors - Stock,DZA,Algeria,2018,2018,3824,,
DEU,Germany,FTDS,Foreign-trained doctors - Stock,DZA,Algeria,2018,2018,90,,
IRL,Ireland,FTDS,Foreign-trained doctors - Stock,DZA,Algeria,2018,2018,2,,
NOR,Norway,FTDS,Foreign-trained doctors - Stock,DZA,Algeria,2018,2018,6,,
CHE,Switzerland,FTDS,Foreign-trained doctors - Stock,DZA,Algeria,2018,2018,110,,
GBR,United Kingdom,FTDS,Foreign-trained doctors - Stock,DZA,Algeria,2018,2018,39,,
ISR,Israel,FTDS,Foreign-trained doctors - Stock,DZA,Algeria,2018,2018,6,,
DEU,Germany,FTDS,Foreign-trained doctors - Stock,AND,Andorra,2018,2018,0,,
DEU,Germany,FTDS,Foreign-trained doctors - Stock,AGO,Angola,2018,2018,3,,
GBR,United Kingdom,FTDS,Foreign-trained doctors - Stock,AGO,Angola,2018,2018,1,,
CAN,Canada,FTDS,Foreign-trained doctors - Stock,ATG,Antigua and Barbuda,2018,2018,40,,
NZL,New Zealand,FTDS,Foreign-trained doctors - Stock,ATG,Antigua and Barbuda,2018,2018,0,,
GBR,United Kingdom,FTDS,Foreign-trained doctors - Stock,ATG,Antigua and Barbuda,2018,2018,12,,
BEL,Belgium,FTDS,Foreign-trained doctors - Stock,ARG,Argentina,2018,2018,20,,
CAN,Canada,FTDS,Foreign-trained doctors - Stock,ARG,Argentina,2018,2018,137,,
FRA,France,FTDS,Foreign-trained doctors - Stock,ARG,Argentina,2018,2018,199,,
DEU,Germany,FTDS,Foreign-trained doctors - Stock,ARG,Argentina,2018,2018,40,,
HUN,Hungary,FTDS,Foreign-trained doctors - Stock,ARG,Argentina,2018,2018,3,,
IRL,Ireland,FTDS,Foreign-trained doctors - Stock,ARG,Argentina,2018,2018,12,,
NZL,New Zealand,FTDS,Foreign-trained doctors - Stock,ARG,Argentina,2018,2018,10,,
NOR,Norway,FTDS,Foreign-trained doctors - Stock,ARG,Argentina,2018,2018,5,,
CHE,Switzerland,FTDS,Foreign-trained doctors - Stock,ARG,Argentina,2018,2018,64,,
GBR,United Kingdom,FTDS,Foreign-trained doctors - Stock,ARG,Argentina,2018,2018,70,,
CHL,Chile,FTDS,Foreign-trained doctors - Stock,ARG,Argentina,2018,2018,582,,
ISR,Israel,FTDS,Foreign-trained doctors - Stock,ARG,Argentina,2018,2018,349,,
SVN,Slovenia,FTDS,Foreign-trained doctors - Stock,ARG,Argentina,2018,2018,5,,
BEL,Belgium,FTDS,Foreign-trained doctors - Stock,ARM,Armenia,2018,2018,4,,
CAN,Canada,FTDS,Foreign-trained doctors - Stock,ARM,Armenia,2018,2018,13,,
CZE,Czech Republic,FTDS,Foreign-trained doctors - Stock,ARM,Armenia,2018,2018,1,,
FRA,France,FTDS,Foreign-trained doctors - Stock,ARM,Armenia,2018,2018,37,,
DEU,Germany,FTDS,Foreign-trained doctors - Stock,ARM,Armenia,2018,2018,216,,
HUN,Hungary,FTDS,Foreign-trained doctors - Stock,ARM,Armenia,2018,2018,1,,
IRL,Ireland,FTDS,Foreign-trained doctors - Stock,ARM,Armenia,2018,2018,1,,
NOR,Norway,FTDS,Foreign-trained doctors - Stock,ARM,Armenia,2018,2018,2,,
CHE,Switzerland,FTDS,Foreign-trained doctors - Stock,ARM,Armenia,2018,2018,4,,
GBR,United Kingdom,FTDS,Foreign-trained doctors - Stock,ARM,Armenia,2018,2018,28,,
EST,Estonia,FTDS,Foreign-trained doctors - Stock,ARM,Armenia,2018,2018,1,,
BEL,Belgium,FTDS,Foreign-trained doctors - Stock,AUS,Australia,2018,2018,5,,
CAN,Canada,FTDS,Foreign-trained doctors - Stock,AUS,Australia,2018,2018,590,,
FRA,France,FTDS,Foreign-trained doctors - Stock,AUS,Australia,2018,2018,3,,
DEU,Germany,FTDS,Foreign-trained doctors - Stock,AUS,Australia,2018,2018,20,,
IRL,Ireland,FTDS,Foreign-trained doctors - Stock,AUS,Australia,2018,2018,119,,
NZL,New Zealand,FTDS,Foreign-trained doctors - Stock,AUS,Australia,2018,2018,533,,
NOR,Norway,FTDS,Foreign-trained doctors - Stock,AUS,Australia,2018,2018,87,,
CHE,Switzerland,FTDS,Foreign-trained doctors - Stock,AUS,Australia,2018,2018,11,,
GBR,United Kingdom,FTDS,Foreign-trained doctors - Stock,AUS,Australia,2018,2018,522,,
ISR,Israel,FTDS,Foreign-trained doctors - Stock,AUS,Australia,2018,2018,80,,
BEL,Belgium,FTDS,Foreign-trained doctors - Stock,AUT,Austria,2018,2018,27,,
CAN,Canada,FTDS,Foreign-trained doctors - Stock,AUT,Austria,2018,2018,33,,
CZE,Czech Republic,FTDS,Foreign-trained doctors - Stock,AUT,Austria,2018,2018,4,,
FRA,France,FTDS,Foreign-trained doctors - Stock,AUT,Austria,2018,2018,34,,
DEU,Germany,FTDS,Foreign-trained doctors - Stock,AUT,Austria,2018,2018,2012,,
HUN,Hungary,FTDS,Foreign-trained doctors - Stock,AUT,Austria,2018,2018,5,,
IRL,Ireland,FTDS,Foreign-trained doctors - Stock,AUT,Austria,2018,2018,7,,
NZL,New Zealand,FTDS,Foreign-trained doctors - Stock,AUT,Austria,2018,2018,13,,
NOR,Norway,FTDS,Foreign-trained doctors - Stock,AUT,Austria,2018,2018,74,,
CHE,Switzerland,FTDS,Foreign-trained doctors - Stock,AUT,Austria,2018,2018,815,,
GBR,United Kingdom,FTDS,Foreign-trained doctors - Stock,AUT,Austria,2018,2018,91,,
CHL,Chile,FTDS,Foreign-trained doctors - Stock,AUT,Austria,2018,2018,1,,
ISR,Israel,FTDS,Foreign-trained doctors - Stock,AUT,Austria,2018,2018,20,,
SVN,Slovenia,FTDS,Foreign-trained doctors - Stock,AUT,Austria,2018,2018,18,,
CAN,Canada,FTDS,Foreign-trained doctors - Stock,AZE,Azerbaijan,2018,2018,2,,
CZE,Czech Republic,FTDS,Foreign-trained doctors - Stock,AZE,Azerbaijan,2018,2018,4,,
FRA,France,FTDS,Foreign-trained doctors - Stock,AZE,Azerbaijan,2018,2018,3,,
DEU,Germany,FTDS,Foreign-trained doctors - Stock,AZE,Azerbaijan,2018,2018,646,,
HUN,Hungary,FTDS,Foreign-trained doctors - Stock,AZE,Azerbaijan,2018,2018,1,,
NOR,Norway,FTDS,Foreign-trained doctors - Stock,AZE,Azerbaijan,2018,2018,5,,
CHE,Switzerland,FTDS,Foreign-trained doctors - Stock,AZE,Azerbaijan,2018,2018,2,,
GBR,United Kingdom,FTDS,Foreign-trained doctors - Stock,AZE,Azerbaijan,2018,2018,16,,
EST,Estonia,FTDS,Foreign-trained doctors - Stock,AZE,Azerbaijan,2018,2018,4,,
ISR,Israel,FTDS,Foreign-trained doctors - Stock,AZE,Azerbaijan,2018,2018,6,,
CAN,Canada,FTDS,Foreign-trained doctors - Stock,BHS,Bahamas,2018,2018,1,,
CAN,Canada,FTDS,Foreign-trained doctors - Stock,BHR,Bahrain,2018,2018,21,,
DEU,Germany,FTDS,Foreign-trained doctors - Stock,BHR,Bahrain,2018,2018,8,,
IRL,Ireland,FTDS,Foreign-trained doctors - Stock,BHR,Bahrain,2018,2018,21,,
GBR,United Kingdom,FTDS,Foreign-trained doctors - Stock,BHR,Bahrain,2018,2018,55,,
CAN,Canada,FTDS,Foreign-trained doctors - Stock,BGD,Bangladesh,2018,2018,138,,
FRA,France,FTDS,Foreign-trained doctors - Stock,BGD,Bangladesh,2018,2018,3,,
DEU,Germany,FTDS,Foreign-trained doctors - Stock,BGD,Bangladesh,2018,2018,9,,
IRL,Ireland,FTDS,Foreign-trained doctors - Stock,BGD,Bangladesh,2018,2018,44,,
NZL,New Zealand,FTDS,Foreign-trained doctors - Stock,BGD,Bangladesh,2018,2018,43,,
NOR,Norway,FTDS,Foreign-trained doctors - Stock,BGD,Bangladesh,2018,2018,16,,
GBR,United Kingdom,FTDS,Foreign-trained doctors - Stock,BGD,Bangladesh,2018,2018,654,,
CAN,Canada,FTDS,Foreign-trained doctors - Stock,BRB,Barbados,2018,2018,7,,
NZL,New Zealand,FTDS,Foreign-trained doctors - Stock,BRB,Barbados,2018,2018,3,,
BEL,Belgium,FTDS,Foreign-trained doctors - Stock,BLR,Belarus,2018,2018,1,,
CAN,Canada,FTDS,Foreign-trained doctors - Stock,BLR,Belarus,2018,2018,33,,
CZE,Czech Republic,FTDS,Foreign-trained doctors - Stock,BLR,Belarus,2018,2018,34,,
FRA,France,FTDS,Foreign-trained doctors - Stock,BLR,Belarus,2018,2018,30,,
DEU,Germany,FTDS,Foreign-trained doctors - Stock,BLR,Belarus,2018,2018,438,,
IRL,Ireland,FTDS,Foreign-trained doctors - Stock,BLR,Belarus,2018,2018,17,,
NZL,New Zealand,FTDS,Foreign-trained doctors - Stock,BLR,Belarus,2018,2018,2,,
NOR,Norway,FTDS,Foreign-trained doctors - Stock,BLR,Belarus,2018,2018,22,,
CHE,Switzerland,FTDS,Foreign-trained doctors - Stock,BLR,Belarus,2018,2018,8,,
GBR,United Kingdom,FTDS,Foreign-trained doctors - Stock,BLR,Belarus,2018,2018,62,,
EST,Estonia,FTDS,Foreign-trained doctors - Stock,BLR,Belarus,2018,2018,7,,
ISR,Israel,FTDS,Foreign-trained doctors - Stock,BLR,Belarus,2018,2018,5,,
SVN,Slovenia,FTDS,Foreign-trained doctors - Stock,BLR,Belarus,2018,2018,3,,
AUT,Austria,FTDS,Foreign-trained doctors - Stock,BEL,Belgium,2018,2018,3,,
CAN,Canada,FTDS,Foreign-trained doctors - Stock,BEL,Belgium,2018,2018,110,,
FRA,France,FTDS,Foreign-trained doctors - Stock,BEL,Belgium,2018,2018,1821,,
DEU,Germany,FTDS,Foreign-trained doctors - Stock,BEL,Belgium,2018,2018,274,,
IRL,Ireland,FTDS,Foreign-trained doctors - Stock,BEL,Belgium,2018,2018,16,,
NZL,New Zealand,FTDS,Foreign-trained doctors - Stock,BEL,Belgium,2018,2018,27,,
NOR,Norway,FTDS,Foreign-trained doctors - Stock,BEL,Belgium,2018,2018,40,,
CHE,Switzerland,FTDS,Foreign-trained doctors - Stock,BEL,Belgium,2018,2018,194,,
GBR,United Kingdom,FTDS,Foreign-trained doctors - Stock,BEL,Belgium,2018,2018,129,,
CHL,Chile,FTDS,Foreign-trained doctors - Stock,BEL,Belgium,2018,2018,9,,
ISR,Israel,FTDS,Foreign-trained doctors - Stock,BEL,Belgium,2018,2018,47,,
CAN,Canada,FTDS,Foreign-trained doctors - Stock,BLZ,Belize,2018,2018,12,,
NOR,Norway,FTDS,Foreign-trained doctors - Stock,BLZ,Belize,2018,2018,2,,
GBR,United Kingdom,FTDS,Foreign-trained doctors - Stock,BLZ,Belize,2018,2018,1,,
BEL,Belgium,FTDS,Foreign-trained doctors - Stock,BEN,Benin,2018,2018,1,,
CAN,Canada,FTDS,Foreign-trained doctors - Stock,BEN,Benin,2018,2018,3,,
FRA,France,FTDS,Foreign-trained doctors - Stock,BEN,Benin,2018,2018,101,,
DEU,Germany,FTDS,Foreign-trained doctors - Stock,BEN,Benin,2018,2018,4,,
GBR,United Kingdom,FTDS,Foreign-trained doctors - Stock,BEN,Benin,2018,2018,1,,
CHE,Switzerland,FTDS,Foreign-trained doctors - Stock,BTN,Bhutan,2018,2018,1,,
BEL,Belgium,FTDS,Foreign-trained doctors - Stock,BOL,Bolivia,2018,2018,4,,
CAN,Canada,FTDS,Foreign-trained doctors - Stock,BOL,Bolivia,2018,2018,3,,
FRA,France,FTDS,Foreign-trained doctors - Stock,BOL,Bolivia,2018,2018,7,,
DEU,Germany,FTDS,Foreign-trained doctors - Stock,BOL,Bolivia,2018,2018,47,,
IRL,Ireland,FTDS,Foreign-trained doctors - Stock,BOL,Bolivia,2018,2018,4,,
NOR,Norway,FTDS,Foreign-trained doctors - Stock,BOL,Bolivia,2018,2018,7,,
CHE,Switzerland,FTDS,Foreign-trained doctors - Stock,BOL,Bolivia,2018,2018,9,,
GBR,United Kingdom,FTDS,Foreign-trained doctors - Stock,BOL,Bolivia,2018,2018,6,,
CHL,Chile,FTDS,Foreign-trained doctors - Stock,BOL,Bolivia,2018,2018,580,,
ISR,Israel,FTDS,Foreign-trained doctors - Stock,BOL,Bolivia,2018,2018,6,,
BEL,Belgium,FTDS,Foreign-trained doctors - Stock,BIH,Bosnia and Herzegovina,2018,2018,2,,
CAN,Canada,FTDS,Foreign-trained doctors - Stock,BIH,Bosnia and Herzegovina,2018,2018,38,,
CZE,Czech Republic,FTDS,Foreign-trained doctors - Stock,BIH,Bosnia and Herzegovina,2018,2018,6,,
FRA,France,FTDS,Foreign-trained doctors - Stock,BIH,Bosnia and Herzegovina,2018,2018,9,,
DEU,Germany,FTDS,Foreign-trained doctors - Stock,BIH,Bosnia and Herzegovina,2018,2018,470,,
HUN,Hungary,FTDS,Foreign-trained doctors - Stock,BIH,Bosnia and Herzegovina,2018,2018,2,,
NZL,New Zealand,FTDS,Foreign-trained doctors - Stock,BIH,Bosnia and Herzegovina,2018,2018,2,,
NOR,Norway,FTDS,Foreign-trained doctors - Stock,BIH,Bosnia and Herzegovina,2018,2018,60,,
CHE,Switzerland,FTDS,Foreign-trained doctors - Stock,BIH,Bosnia and Herzegovina,2018,2018,59,,
GBR,United Kingdom,FTDS,Foreign-trained doctors - Stock,BIH,Bosnia and Herzegovina,2018,2018,28,,
SVN,Slovenia,FTDS,Foreign-trained doctors - Stock,BIH,Bosnia and Herzegovina,2018,2018,92,,
BEL,Belgium,FTDS,Foreign-trained doctors - Stock,BRA,Brazil,2018,2018,17,,
CAN,Canada,FTDS,Foreign-trained doctors - Stock,BRA,Brazil,2018,2018,194,,
FRA,France,FTDS,Foreign-trained doctors - Stock,BRA,Brazil,2018,2018,71,,
DEU,Germany,FTDS,Foreign-trained doctors - Stock,BRA,Brazil,2018,2018,126,,
IRL,Ireland,FTDS,Foreign-trained doctors - Stock,BRA,Brazil,2018,2018,13,,
NZL,New Zealand,FTDS,Foreign-trained doctors - Stock,BRA,Brazil,2018,2018,8,,
NOR,Norway,FTDS,Foreign-trained doctors - Stock,BRA,Brazil,2018,2018,16,,
CHE,Switzerland,FTDS,Foreign-trained doctors - Stock,BRA,Brazil,2018,2018,43,,
GBR,United Kingdom,FTDS,Foreign-trained doctors - Stock,BRA,Brazil,2018,2018,109,,
CHL,Chile,FTDS,Foreign-trained doctors - Stock,BRA,Brazil,2018,2018,61,,
ISR,Israel,FTDS,Foreign-trained doctors - Stock,BRA,Brazil,2018,2018,98,,
DEU,Germany,FTDS,Foreign-trained doctors - Stock,BRN,Brunei Darussalam,2018,2018,3,,
GBR,United Kingdom,FTDS,Foreign-trained doctors - Stock,BRN,Brunei Darussalam,2018,2018,0,,
AUT,Austria,FTDS,Foreign-trained doctors - Stock,BGR,Bulgaria,2018,2018,26,,
BEL,Belgium,FTDS,Foreign-trained doctors - Stock,BGR,Bulgaria,2018,2018,105,,
CAN,Canada,FTDS,Foreign-trained doctors - Stock,BGR,Bulgaria,2018,2018,66,,
CZE,Czech Republic,FTDS,Foreign-trained doctors - Stock,BGR,Bulgaria,2018,2018,19,,
FRA,France,FTDS,Foreign-trained doctors - Stock,BGR,Bulgaria,2018,2018,455,,
DEU,Germany,FTDS,Foreign-trained doctors - Stock,BGR,Bulgaria,2018,2018,1497,,
HUN,Hungary,FTDS,Foreign-trained doctors - Stock,BGR,Bulgaria,2018,2018,8,,
IRL,Ireland,FTDS,Foreign-trained doctors - Stock,BGR,Bulgaria,2018,2018,127,,
NZL,New Zealand,FTDS,Foreign-trained doctors - Stock,BGR,Bulgaria,2018,2018,12,,
NOR,Norway,FTDS,Foreign-trained doctors - Stock,BGR,Bulgaria,2018,2018,61,,
CHE,Switzerland,FTDS,Foreign-trained doctors - Stock,BGR,Bulgaria,2018,2018,92,,
GBR,United Kingdom,FTDS,Foreign-trained doctors - Stock,BGR,Bulgaria,2018,2018,352,,
CHL,Chile,FTDS,Foreign-trained doctors - Stock,BGR,Bulgaria,2018,2018,6,,
ISR,Israel,FTDS,Foreign-trained doctors - Stock,BGR,Bulgaria,2018,2018,64,,
SVN,Slovenia,FTDS,Foreign-trained doctors - Stock,BGR,Bulgaria,2018,2018,38,,
BEL,Belgium,FTDS,Foreign-trained doctors - Stock,BFA,Burkina Faso,2018,2018,1,,
CAN,Canada,FTDS,Foreign-trained doctors - Stock,BFA,Burkina Faso,2018,2018,1,,
FRA,France,FTDS,Foreign-trained doctors - Stock,BFA,Burkina Faso,2018,2018,15,,
DEU,Germany,FTDS,Foreign-trained doctors - Stock,BFA,Burkina Faso,2018,2018,4,,
BEL,Belgium,FTDS,Foreign-trained doctors - Stock,BDI,Burundi,2018,2018,3,,
CAN,Canada,FTDS,Foreign-trained doctors - Stock,BDI,Burundi,2018,2018,2,,
FRA,France,FTDS,Foreign-trained doctors - Stock,BDI,Burundi,2018,2018,40,,
DEU,Germany,FTDS,Foreign-trained doctors - Stock,BDI,Burundi,2018,2018,3,,
GBR,United Kingdom,FTDS,Foreign-trained doctors - Stock,BDI,Burundi,2018,2018,5,,
CAN,Canada,FTDS,Foreign-trained doctors - Stock,KHM,Cambodia,2018,2018,1,,
FRA,France,FTDS,Foreign-trained doctors - Stock,KHM,Cambodia,2018,2018,35,,
DEU,Germany,FTDS,Foreign-trained doctors - Stock,KHM,Cambodia,2018,2018,0,,
NZL,New Zealand,FTDS,Foreign-trained doctors - Stock,KHM,Cambodia,2018,2018,2,,
BEL,Belgium,FTDS,Foreign-trained doctors - Stock,CMR,Cameroon,2018,2018,2,,
CAN,Canada,FTDS,Foreign-trained doctors - Stock,CMR,Cameroon,2018,2018,8,,
FRA,France,FTDS,Foreign-trained doctors - Stock,CMR,Cameroon,2018,2018,65,,
DEU,Germany,FTDS,Foreign-trained doctors - Stock,CMR,Cameroon,2018,2018,179,,
IRL,Ireland,FTDS,Foreign-trained doctors - Stock,CMR,Cameroon,2018,2018,1,,
CHE,Switzerland,FTDS,Foreign-trained doctors - Stock,CMR,Cameroon,2018,2018,8,,
GBR,United Kingdom,FTDS,Foreign-trained doctors - Stock,CMR,Cameroon,2018,2018,12,,
AUS,Australia,FTDS,Foreign-trained doctors - Stock,CAN,Canada,2018,2018,125,,
BEL,Belgium,FTDS,Foreign-trained doctors - Stock,CAN,Canada,2018,2018,3,,
FRA,France,FTDS,Foreign-trained doctors - Stock,CAN,Canada,2018,2018,36,,
DEU,Germany,FTDS,Foreign-trained doctors - Stock,CAN,Canada,2018,2018,74,,
IRL,Ireland,FTDS,Foreign-trained doctors - Stock,CAN,Canada,2018,2018,7,,
NZL,New Zealand,FTDS,Foreign-trained doctors - Stock,CAN,Canada,2018,2018,86,,
NOR,Norway,FTDS,Foreign-trained doctors - Stock,CAN,Canada,2018,2018,3,,
CHE,Switzerland,FTDS,Foreign-trained doctors - Stock,CAN,Canada,2018,2018,8,,
GBR,United Kingdom,FTDS,Foreign-trained doctors - Stock,CAN,Canada,2018,2018,42,,
CHL,Chile,FTDS,Foreign-trained doctors - Stock,CAN,Canada,2018,2018,3,,
ISR,Israel,FTDS,Foreign-trained doctors - Stock,CAN,Canada,2018,2018,53,,
CAN,Canada,FTDS,Foreign-trained doctors - Stock,CAF,Central African Republic,2018,2018,0,,
FRA,France,FTDS,Foreign-trained doctors - Stock,CAF,Central African Republic,2018,2018,15,,
DEU,Germany,FTDS,Foreign-trained doctors - Stock,CAF,Central African Republic,2018,2018,3,,
DEU,Germany,FTDS,Foreign-trained doctors - Stock,TCD,Chad,2018,2018,1,,
BEL,Belgium,FTDS,Foreign-trained doctors - Stock,CHL,Chile,2018,2018,8,,
CAN,Canada,FTDS,Foreign-trained doctors - Stock,CHL,Chile,2018,2018,40,,
FRA,France,FTDS,Foreign-trained doctors - Stock,CHL,Chile,2018,2018,14,,
DEU,Germany,FTDS,Foreign-trained doctors - Stock,CHL,Chile,2018,2018,43,,
NZL,New Zealand,FTDS,Foreign-trained doctors - Stock,CHL,Chile,2018,2018,4,,
NOR,Norway,FTDS,Foreign-trained doctors - Stock,CHL,Chile,2018,2018,1,,
CHE,Switzerland,FTDS,Foreign-trained doctors - Stock,CHL,Chile,2018,2018,6,,
GBR,United Kingdom,FTDS,Foreign-trained doctors - Stock,CHL,Chile,2018,2018,24,,
EST,Estonia,FTDS,Foreign-trained doctors - Stock,CHL,Chile,2018,2018,1,,
ISR,Israel,FTDS,Foreign-trained doctors - Stock,CHL,Chile,2018,2018,25,,
AUS,Australia,FTDS,Foreign-trained doctors - Stock,CHN,China,2018,2018,673,,
BEL,Belgium,FTDS,Foreign-trained doctors - Stock,CHN,China,2018,2018,2,,
CAN,Canada,FTDS,Foreign-trained doctors - Stock,CHN,China,2018,2018,414,,
FRA,France,FTDS,Foreign-trained doctors - Stock,CHN,China,2018,2018,56,,
DEU,Germany,FTDS,Foreign-trained doctors - Stock,CHN,China,2018,2018,223,,
HUN,Hungary,FTDS,Foreign-trained doctors - Stock,CHN,China,2018,2018,1,,
IRL,Ireland,FTDS,Foreign-trained doctors - Stock,CHN,China,2018,2018,53,,
NZL,New Zealand,FTDS,Foreign-trained doctors - Stock,CHN,China,2018,2018,74,,
NOR,Norway,FTDS,Foreign-trained doctors - Stock,CHN,China,2018,2018,23,,
CHE,Switzerland,FTDS,Foreign-trained doctors - Stock,CHN,China,2018,2018,16,,
GBR,United Kingdom,FTDS,Foreign-trained doctors - Stock,CHN,China,2018,2018,229,,
BEL,Belgium,FTDS,Foreign-trained doctors - Stock,COL,Colombia,2018,2018,20,,
CAN,Canada,FTDS,Foreign-trained doctors - Stock,COL,Colombia,2018,2018,170,,
FRA,France,FTDS,Foreign-trained doctors - Stock,COL,Colombia,2018,2018,61,,
DEU,Germany,FTDS,Foreign-trained doctors - Stock,COL,Colombia,2018,2018,248,,
IRL,Ireland,FTDS,Foreign-trained doctors - Stock,COL,Colombia,2018,2018,15,,
NZL,New Zealand,FTDS,Foreign-trained doctors - Stock,COL,Colombia,2018,2018,6,,
NOR,Norway,FTDS,Foreign-trained doctors - Stock,COL,Colombia,2018,2018,3,,
CHE,Switzerland,FTDS,Foreign-trained doctors - Stock,COL,Colombia,2018,2018,38,,
GBR,United Kingdom,FTDS,Foreign-trained doctors - Stock,COL,Colombia,2018,2018,80,,
CHL,Chile,FTDS,Foreign-trained doctors - Stock,COL,Colombia,2018,2018,2107,,
ISR,Israel,FTDS,Foreign-trained doctors - Stock,COL,Colombia,2018,2018,28,,
CHE,Switzerland,FTDS,Foreign-trained doctors - Stock,COM,Comoros,2018,2018,1,,
BEL,Belgium,FTDS,Foreign-trained doctors - Stock,COG,Congo,2018,2018,0,,
CAN,Canada,FTDS,Foreign-trained doctors - Stock,COG,Congo,2018,2018,3,,
FRA,France,FTDS,Foreign-trained doctors - Stock,COG,Congo,2018,2018,125,,
DEU,Germany,FTDS,Foreign-trained doctors - Stock,COG,Congo,2018,2018,4,,
IRL,Ireland,FTDS,Foreign-trained doctors - Stock,COG,Congo,2018,2018,1,,
NOR,Norway,FTDS,Foreign-trained doctors - Stock,COG,Congo,2018,2018,1,,
CHE,Switzerland,FTDS,Foreign-trained doctors - Stock,COG,Congo,2018,2018,3,,
GBR,United Kingdom,FTDS,Foreign-trained doctors - Stock,COG,Congo,2018,2018,3,,
NZL,New Zealand,FTDS,Foreign-trained doctors - Stock,COK,Cook Islands,2018,2018,0,,
GBR,United Kingdom,FTDS,Foreign-trained doctors - Stock,COK,Cook Islands,2018,2018,1,,
BEL,Belgium,FTDS,Foreign-trained doctors - Stock,CRI,Costa Rica,2018,2018,1,,
CAN,Canada,FTDS,Foreign-trained doctors - Stock,CRI,Costa Rica,2018,2018,14,,
FRA,France,FTDS,Foreign-trained doctors - Stock,CRI,Costa Rica,2018,2018,1,,
IRL,Ireland,FTDS,Foreign-trained doctors - Stock,CRI,Costa Rica,2018,2018,1,,
NZL,New Zealand,FTDS,Foreign-trained doctors - Stock,CRI,Costa Rica,2018,2018,1,,
CHE,Switzerland,FTDS,Foreign-trained doctors - Stock,CRI,Costa Rica,2018,2018,2,,
GBR,United Kingdom,FTDS,Foreign-trained doctors - Stock,CRI,Costa Rica,2018,2018,2,,
CHL,Chile,FTDS,Foreign-trained doctors - Stock,CRI,Costa Rica,2018,2018,9,,
ISR,Israel,FTDS,Foreign-trained doctors - Stock,CRI,Costa Rica,2018,2018,6,,
BEL,Belgium,FTDS,Foreign-trained doctors - Stock,CIV,Côte d'Ivoire,2018,2018,1,,
CAN,Canada,FTDS,Foreign-trained doctors - Stock,CIV,Côte d'Ivoire,2018,2018,1,,
FRA,France,FTDS,Foreign-trained doctors - Stock,CIV,Côte d'Ivoire,2018,2018,121,,
DEU,Germany,FTDS,Foreign-trained doctors - Stock,CIV,Côte d'Ivoire,2018,2018,3,,
NOR,Norway,FTDS,Foreign-trained doctors - Stock,CIV,Côte d'Ivoire,2018,2018,2,,
CHE,Switzerland,FTDS,Foreign-trained doctors - Stock,CIV,Côte d'Ivoire,2018,2018,2,,
GBR,United Kingdom,FTDS,Foreign-trained doctors - Stock,CIV,Côte d'Ivoire,2018,2018,3,,
AUT,Austria,FTDS,Foreign-trained doctors - Stock,HRV,Croatia,2018,2018,58,,
BEL,Belgium,FTDS,Foreign-trained doctors - Stock,HRV,Croatia,2018,2018,12,,
CAN,Canada,FTDS,Foreign-trained doctors - Stock,HRV,Croatia,2018,2018,40,,
FRA,France,FTDS,Foreign-trained doctors - Stock,HRV,Croatia,2018,2018,20,,
DEU,Germany,FTDS,Foreign-trained doctors - Stock,HRV,Croatia,2018,2018,412,,
HUN,Hungary,FTDS,Foreign-trained doctors - Stock,HRV,Croatia,2018,2018,4,,
IRL,Ireland,FTDS,Foreign-trained doctors - Stock,HRV,Croatia,2018,2018,82,,
NZL,New Zealand,FTDS,Foreign-trained doctors - Stock,HRV,Croatia,2018,2018,9,,
